timestamp,cpu_usage,ram_usage,disk_usage,network_usage,active_users,request_rate,hour,day_of_week,previous_cpu,previous_ram,previous_disk,previous_network,previous_request_rate,previous_active_users,rolling_cpu_mean,rolling_ram_mean,rolling_request_rate,target_cpu,target_ram
2026-03-03 03:50:00,14.08,44.46,37.34,16.31,378,352.3,3,1,17.06,46.34,37.08,17.75,391.7,367,18.080000000000002,45.333333333333314,401.16666666666714,49.44,44.73
2026-03-03 03:55:00,24.64,45.16,36.76,24.87,396,546.6,3,1,14.08,44.46,37.34,16.31,352.3,378,18.593333333333337,45.31999999999997,430.2000000000005,25.19,43.53
2026-03-03 04:00:00,25.16,45.3,37.15,25.58,434,537.6,4,1,24.64,45.16,36.76,24.87,546.6,396,21.293333333333337,44.97333333333331,478.83333333333377,24.25,43.5
2026-03-03 04:05:00,49.44,44.73,51.86,21.62,390,484.9,4,1,25.16,45.3,37.15,25.58,537.6,434,33.080000000000005,45.063333333333304,523.0333333333339,22.81,44.41
2026-03-03 04:10:00,25.19,43.53,36.77,31.4,366,552.7,4,1,49.44,44.73,51.86,21.62,484.9,390,33.263333333333335,44.519999999999975,525.0666666666672,25.39,44.81
2026-03-03 04:15:00,24.25,43.5,37.04,21.7,366,447.4,4,1,25.19,43.53,36.77,31.4,552.7,366,32.96,43.91999999999998,495.0000000000005,27.7,45.23
2026-03-03 04:20:00,22.81,44.41,37.42,21.94,443,484.0,4,1,24.25,43.5,37.04,21.7,447.4,366,24.083333333333332,43.81333333333331,494.7000000000005,25.01,44.74
2026-03-03 04:25:00,25.39,44.81,36.77,38.62,491,664.0,4,1,22.81,44.41,37.42,21.94,484.0,443,24.150000000000006,44.239999999999974,531.8000000000005,22.35,43.8
2026-03-03 04:30:00,27.7,45.23,36.75,13.5,429,500.3,4,1,25.39,44.81,36.77,38.62,664.0,491,25.3,44.81666666666664,549.4333333333337,23.63,43.86
2026-03-03 04:35:00,25.01,44.74,37.08,13.82,429,539.5,4,1,27.7,45.23,36.75,13.5,500.3,429,26.033333333333335,44.92666666666664,567.9333333333338,25.23,43.65
2026-03-03 04:40:00,22.35,43.8,36.9,23.36,503,550.5,4,1,25.01,44.74,37.08,13.82,539.5,429,25.02,44.589999999999975,530.1000000000005,18.9,42.42
2026-03-03 04:45:00,23.63,43.86,37.34,14.37,440,466.0,4,1,22.35,43.8,36.9,23.36,550.5,503,23.663333333333338,44.133333333333304,518.6666666666671,20.89,42.34
2026-03-03 04:50:00,25.23,43.65,36.61,33.34,366,449.5,4,1,23.63,43.86,37.34,14.37,466.0,440,23.736666666666668,43.769999999999975,488.66666666666714,18.21,43.0
2026-03-03 04:55:00,18.9,42.42,36.76,14.03,397,509.8,4,1,25.23,43.65,36.61,33.34,449.5,366,22.58666666666667,43.309999999999974,475.1000000000004,22.01,44.99
2026-03-03 05:00:00,20.89,42.34,36.72,19.22,388,459.5,5,1,18.9,42.42,36.76,14.03,509.8,397,21.673333333333336,42.80333333333331,472.9333333333338,23.54,45.91
2026-03-03 05:05:00,18.21,43.0,37.04,19.82,389,517.7,5,1,20.89,42.34,36.72,19.22,459.5,388,19.333333333333336,42.586666666666645,495.66666666666714,21.65,46.58
2026-03-03 05:10:00,22.01,44.99,36.7,24.28,501,710.8,5,1,18.21,43.0,37.04,19.82,517.7,389,20.370000000000005,43.44333333333331,562.6666666666671,30.84,47.06
2026-03-03 05:15:00,23.54,45.91,37.3,14.42,401,406.1,5,1,22.01,44.99,36.7,24.28,710.8,501,21.253333333333334,44.633333333333304,544.8666666666671,29.57,47.31
2026-03-03 05:20:00,21.65,46.58,36.87,17.4,359,418.8,5,1,23.54,45.91,37.3,14.42,406.1,401,22.400000000000002,45.82666666666665,511.9000000000005,22.52,46.71
2026-03-03 05:25:00,30.84,47.06,36.72,25.36,444,667.4,5,1,21.65,46.58,36.87,17.4,418.8,359,25.343333333333334,46.516666666666644,497.4333333333338,22.79,47.61
2026-03-03 05:30:00,29.57,47.31,37.03,27.31,470,594.3,5,1,30.84,47.06,36.72,25.36,667.4,444,27.353333333333335,46.98333333333331,560.1666666666671,23.47,47.52
2026-03-03 05:35:00,22.52,46.71,36.32,26.04,508,635.8,5,1,29.57,47.31,37.03,27.31,594.3,470,27.643333333333334,47.02666666666664,632.5000000000003,23.27,49.48
2026-03-03 05:40:00,22.79,47.61,36.57,27.52,566,723.9,5,1,22.52,46.71,36.32,26.04,635.8,508,24.960000000000004,47.20999999999998,651.3333333333338,29.37,49.31
2026-03-03 05:45:00,23.47,47.52,37.29,19.12,465,466.2,5,1,22.79,47.61,36.57,27.52,723.9,566,22.926666666666666,47.27999999999997,608.6333333333338,27.12,49.67
2026-03-03 05:50:00,23.27,49.48,36.65,26.04,602,648.5,5,1,23.47,47.52,37.29,19.12,466.2,465,23.176666666666666,48.20333333333331,612.8666666666671,24.41,49.45
2026-03-03 05:55:00,29.37,49.31,36.43,28.44,499,639.1,5,1,23.27,49.48,36.65,26.04,648.5,602,25.37,48.76999999999998,584.6000000000004,27.69,49.68
2026-03-03 06:00:00,27.12,49.67,37.56,22.11,557,658.2,6,1,29.37,49.31,36.43,28.44,639.1,499,26.58666666666667,49.48666666666664,648.6000000000005,23.05,50.15
2026-03-03 06:05:00,24.41,49.45,36.97,28.99,517,711.8,6,1,27.12,49.67,37.56,22.11,658.2,557,26.96666666666667,49.47666666666665,669.7000000000004,29.49,49.57
2026-03-03 06:10:00,27.69,49.68,36.74,28.7,608,564.2,6,1,24.41,49.45,36.97,28.99,711.8,517,26.406666666666666,49.59999999999999,644.7333333333339,27.21,49.7
2026-03-03 06:15:00,23.05,50.15,36.63,21.72,547,513.4,6,1,27.69,49.68,36.74,28.7,564.2,608,25.05,49.75999999999997,596.466666666667,26.04,48.94
2026-03-03 06:20:00,29.49,49.57,37.19,36.73,638,747.6,6,1,23.05,50.15,36.63,21.72,513.4,547,26.74333333333334,49.799999999999976,608.4000000000004,33.11,50.32
2026-03-03 06:25:00,27.21,49.7,36.68,32.93,597,776.9,6,1,29.49,49.57,37.19,36.73,747.6,638,26.583333333333332,49.80666666666664,679.3000000000005,29.37,50.95
2026-03-03 06:30:00,26.04,48.94,37.17,17.89,580,541.2,6,1,27.21,49.7,36.68,32.93,776.9,597,27.580000000000002,49.40333333333331,688.5666666666672,32.1,51.82
2026-03-03 06:35:00,33.11,50.32,37.04,39.27,651,861.4,6,1,26.04,48.94,37.17,17.89,541.2,580,28.786666666666672,49.65333333333331,726.5000000000005,30.1,50.42
2026-03-03 06:40:00,29.37,50.95,37.42,22.48,536,556.9,6,1,33.11,50.32,37.04,39.27,861.4,651,29.50666666666667,50.06999999999997,653.1666666666671,34.36,51.05
2026-03-03 06:45:00,32.1,51.82,37.89,31.7,729,987.5,6,1,29.37,50.95,37.42,22.48,556.9,536,31.52666666666667,51.02999999999997,801.9333333333337,31.31,51.09
2026-03-03 06:50:00,30.1,50.42,37.32,29.09,612,763.0,6,1,32.1,51.82,37.89,31.7,987.5,729,30.523333333333337,51.06333333333331,769.1333333333338,25.67,51.31
2026-03-03 06:55:00,34.36,51.05,37.23,34.31,709,813.0,6,1,30.1,50.42,37.32,29.09,763.0,612,32.18666666666667,51.096666666666636,854.5000000000005,23.64,52.2
2026-03-03 07:00:00,31.31,51.09,37.22,34.22,655,897.7,7,1,34.36,51.05,37.23,34.31,813.0,709,31.923333333333336,50.85333333333332,824.5666666666672,29.3,51.32
2026-03-03 07:05:00,25.67,51.31,37.0,31.27,735,855.6,7,1,31.31,51.09,37.22,34.22,897.7,655,30.446666666666673,51.14999999999998,855.4333333333338,32.0,51.04
2026-03-03 07:10:00,23.64,52.2,36.96,36.07,726,686.8,7,1,25.67,51.31,37.0,31.27,855.6,735,26.873333333333335,51.53333333333331,813.3666666666671,30.09,50.45
2026-03-03 07:15:00,29.3,51.32,36.98,34.07,689,876.6,7,1,23.64,52.2,36.96,36.07,686.8,726,26.203333333333337,51.60999999999998,806.3333333333338,30.99,50.37
2026-03-03 07:20:00,32.0,51.04,37.69,31.24,767,679.3,7,1,29.3,51.32,36.98,34.07,876.6,689,28.313333333333333,51.51999999999998,747.5666666666672,30.72,51.19
2026-03-03 07:25:00,30.09,50.45,37.09,38.73,763,1044.0,7,1,32.0,51.04,37.69,31.24,679.3,767,30.463333333333335,50.936666666666646,866.6333333333338,34.59,50.99
2026-03-03 07:30:00,30.99,50.37,37.35,25.79,680,919.5,7,1,30.09,50.45,37.09,38.73,1044.0,763,31.02666666666667,50.619999999999976,880.9333333333337,31.59,50.4
2026-03-03 07:35:00,30.72,51.19,37.0,27.84,769,769.0,7,1,30.99,50.37,37.35,25.79,919.5,680,30.600000000000005,50.66999999999998,910.8333333333338,46.6,66.89
2026-03-03 07:40:00,34.59,50.99,37.25,34.12,720,820.2,7,1,30.72,51.19,37.0,27.84,769.0,769,32.1,50.84999999999997,836.2333333333339,24.68,51.85
2026-03-03 07:45:00,31.59,50.4,37.57,39.79,762,999.6,7,1,34.59,50.99,37.25,34.12,820.2,720,32.300000000000004,50.85999999999998,862.9333333333338,33.16,51.36
2026-03-03 07:50:00,46.6,66.89,37.7,45.64,1172,1320.6,7,1,31.59,50.4,37.57,39.79,999.6,762,37.59333333333334,56.093333333333305,1046.8000000000004,33.87,51.28
2026-03-03 07:55:00,24.68,51.85,37.21,29.16,852,856.7,7,1,46.6,66.89,37.7,45.64,1320.6,1172,34.29,56.379999999999974,1058.9666666666672,31.83,53.44
2026-03-03 08:00:00,33.16,51.36,37.9,46.28,804,1171.8,8,1,24.68,51.85,37.21,29.16,856.7,852,34.81333333333333,56.69999999999997,1116.366666666667,33.02,54.62
2026-03-03 08:05:00,33.87,51.28,36.85,34.1,983,1198.1,8,1,33.16,51.36,37.9,46.28,1171.8,804,30.570000000000004,51.49666666666664,1075.5333333333338,33.57,55.57
2026-03-03 08:10:00,31.83,53.44,37.26,35.5,882,999.6,8,1,33.87,51.28,36.85,34.1,1198.1,983,32.95333333333333,52.02666666666664,1123.1666666666672,32.12,54.02
2026-03-03 08:15:00,33.02,54.62,37.38,32.97,899,1096.5,8,1,31.83,53.44,37.26,35.5,999.6,882,32.90666666666667,53.11333333333331,1098.066666666667,34.74,54.85
2026-03-03 08:20:00,33.57,55.57,37.57,40.01,1015,1207.0,8,1,33.02,54.62,37.38,32.97,1096.5,899,32.80666666666667,54.5433333333333,1101.0333333333338,29.28,55.76
2026-03-03 08:25:00,32.12,54.02,36.99,40.65,954,1077.7,8,1,33.57,55.57,37.57,40.01,1207.0,1015,32.903333333333336,54.73666666666664,1127.0666666666673,33.34,56.14
2026-03-03 08:30:00,34.74,54.85,37.45,34.97,985,1183.9,8,1,32.12,54.02,36.99,40.65,1077.7,954,33.47666666666667,54.81333333333331,1156.2000000000005,37.34,56.39
2026-03-03 08:35:00,29.28,55.76,37.1,31.07,974,907.2,8,1,34.74,54.85,37.45,34.97,1183.9,985,32.046666666666674,54.876666666666644,1056.266666666667,31.16,56.13
2026-03-03 08:40:00,33.34,56.14,37.5,40.67,1000,1316.8,8,1,29.28,55.76,37.1,31.07,907.2,974,32.45333333333334,55.583333333333314,1135.9666666666672,32.52,57.25
2026-03-03 08:45:00,37.34,56.39,37.9,32.62,1051,1007.2,8,1,33.34,56.14,37.5,40.67,1316.8,1000,33.32000000000001,56.09666666666664,1077.0666666666673,38.26,58.49
2026-03-03 08:50:00,31.16,56.13,37.05,32.83,1004,1013.6,8,1,37.34,56.39,37.9,32.62,1007.2,1051,33.94666666666667,56.21999999999998,1112.5333333333338,34.75,57.61
2026-03-03 08:55:00,32.52,57.25,37.75,39.17,1028,1419.4,8,1,31.16,56.13,37.05,32.83,1013.6,1004,33.67333333333334,56.589999999999975,1146.7333333333338,32.4,57.85
2026-03-03 09:00:00,38.26,58.49,37.35,45.56,1166,1132.1,9,1,32.52,57.25,37.75,39.17,1419.4,1028,33.98000000000001,57.289999999999985,1188.366666666667,34.14,58.05
2026-03-03 09:05:00,34.75,57.61,37.7,36.77,1108,1252.6,9,1,38.26,58.49,37.35,45.56,1132.1,1166,35.17666666666668,57.78333333333331,1268.0333333333338,31.39,58.96
2026-03-03 09:10:00,32.4,57.85,37.39,37.01,1050,1038.3,9,1,34.75,57.61,37.7,36.77,1252.6,1108,35.13666666666667,57.98333333333331,1141.0000000000002,38.68,60.1
2026-03-03 09:15:00,34.14,58.05,37.57,36.69,1106,1146.1,9,1,32.4,57.85,37.39,37.01,1038.3,1050,33.763333333333335,57.836666666666645,1145.666666666667,37.46,61.34
2026-03-03 09:20:00,31.39,58.96,37.49,30.1,1138,1232.2,9,1,34.14,58.05,37.57,36.69,1146.1,1106,32.64333333333334,58.28666666666664,1138.866666666667,35.78,61.29
2026-03-03 09:25:00,38.68,60.1,38.1,49.4,1231,1486.0,9,1,31.39,58.96,37.49,30.1,1232.2,1138,34.73666666666667,59.03666666666664,1288.1000000000004,33.06,60.83
2026-03-03 09:30:00,37.46,61.34,37.91,34.49,1162,1081.6,9,1,38.68,60.1,38.1,49.4,1486.0,1231,35.84333333333334,60.133333333333304,1266.6000000000004,39.17,61.46
2026-03-03 09:35:00,35.78,61.29,37.97,41.99,1184,1317.4,9,1,37.46,61.34,37.91,34.49,1081.6,1162,37.30666666666667,60.909999999999975,1295.0000000000002,37.17,61.95
2026-03-03 09:40:00,33.06,60.83,37.84,37.92,1214,1378.1,9,1,35.78,61.29,37.97,41.99,1317.4,1184,35.43333333333334,61.15333333333331,1259.0333333333338,42.26,62.36
2026-03-03 09:45:00,39.17,61.46,38.02,45.9,1192,1484.8,9,1,33.06,60.83,37.84,37.92,1378.1,1214,36.00333333333334,61.19333333333331,1393.4333333333336,33.46,61.38
2026-03-03 09:50:00,37.17,61.95,37.43,49.06,1242,1661.3,9,1,39.17,61.46,38.02,45.9,1484.8,1192,36.466666666666676,61.413333333333306,1508.0666666666668,60.21,62.44
2026-03-03 09:55:00,42.26,62.36,37.8,38.17,1256,1324.1,9,1,37.17,61.95,37.43,49.06,1661.3,1242,39.53333333333334,61.92333333333331,1490.0666666666668,39.0,62.77
2026-03-03 10:00:00,33.46,61.38,37.56,42.09,1274,1379.1,10,1,42.26,62.36,37.8,38.17,1324.1,1256,37.63,61.89666666666665,1454.8333333333337,67.92,73.39
2026-03-03 10:05:00,60.21,62.44,37.39,46.41,1299,1459.3,10,1,33.46,61.38,37.56,42.09,1379.1,1274,45.31,62.05999999999998,1387.5000000000002,52.56,64.61
2026-03-03 10:10:00,39.0,62.77,37.31,43.35,1289,1694.4,10,1,60.21,62.44,37.39,46.41,1459.3,1299,44.223333333333336,62.19666666666664,1510.9333333333336,44.42,64.38
2026-03-03 10:15:00,67.92,73.39,38.22,74.37,2217,2332.2,10,1,39.0,62.77,37.31,43.35,1694.4,1289,55.71000000000001,66.19999999999997,1828.633333333334,37.52,99.0
2026-03-03 10:20:00,52.56,64.61,38.1,51.15,1338,1974.3,10,1,67.92,73.39,38.22,74.37,2332.2,2217,53.160000000000004,66.9233333333333,2000.3000000000002,36.32,64.63
2026-03-03 10:25:00,44.42,64.38,37.56,46.95,1385,1818.2,10,1,52.56,64.61,38.1,51.15,1974.3,1338,54.966666666666676,67.45999999999998,2041.5666666666668,40.71,65.24
2026-03-03 10:30:00,37.52,99.0,37.64,42.23,1401,1342.6,10,1,44.42,64.38,37.56,46.95,1818.2,1385,44.83333333333334,75.99666666666666,1711.7000000000005,42.03,66.42
2026-03-03 10:35:00,36.32,64.63,37.78,46.68,1403,1469.5,10,1,37.52,99.0,37.64,42.23,1342.6,1401,39.42000000000001,76.00333333333332,1543.4333333333336,44.41,65.21
2026-03-03 10:40:00,40.71,65.24,37.52,46.19,1471,1489.6,10,1,36.32,64.63,37.78,46.68,1469.5,1403,38.183333333333344,76.28999999999998,1433.9000000000003,46.0,65.81
2026-03-03 10:45:00,42.03,66.42,38.51,52.69,1385,1788.9,10,1,40.71,65.24,37.52,46.19,1489.6,1471,39.686666666666675,65.42999999999999,1582.6666666666672,30.08,66.78
2026-03-03 10:50:00,44.41,65.21,38.1,44.06,1441,1532.9,10,1,42.03,66.42,38.51,52.69,1788.9,1385,42.38333333333335,65.62333333333332,1603.8000000000004,37.92,67.46
2026-03-03 10:55:00,46.0,65.81,37.93,53.66,1499,1853.7,10,1,44.41,65.21,38.1,44.06,1532.9,1441,44.146666666666675,65.81333333333332,1725.1666666666672,54.21,68.29
2026-03-03 11:00:00,30.08,66.78,38.24,38.87,1467,1544.0,11,1,46.0,65.81,37.93,53.66,1853.7,1499,40.163333333333334,65.93333333333331,1643.5333333333338,46.18,68.85
2026-03-03 11:05:00,37.92,67.46,37.76,42.08,1505,1537.1,11,1,30.08,66.78,38.24,38.87,1544.0,1467,38.00000000000001,66.68333333333332,1644.9333333333336,46.51,69.45
2026-03-03 11:10:00,54.21,68.29,37.7,61.36,1518,2038.6,11,1,37.92,67.46,37.76,42.08,1537.1,1505,40.73666666666667,67.50999999999998,1706.5666666666673,46.14,67.24
2026-03-03 11:15:00,46.18,68.85,37.81,58.66,1605,2083.5,11,1,54.21,68.29,37.7,61.36,2038.6,1518,46.103333333333346,68.19999999999997,1886.4000000000005,44.73,68.91
2026-03-03 11:20:00,46.51,69.45,37.54,52.83,1651,2120.1,11,1,46.18,68.85,37.81,58.66,2083.5,1605,48.966666666666676,68.8633333333333,2080.7333333333336,46.1,69.55
2026-03-03 11:25:00,46.14,67.24,38.31,45.1,1557,1602.4,11,1,46.51,69.45,37.54,52.83,2120.1,1651,46.27666666666668,68.5133333333333,1935.333333333334,55.99,70.44
2026-03-03 11:30:00,44.73,68.91,37.74,42.35,1576,1629.2,11,1,46.14,67.24,38.31,45.1,1602.4,1557,45.793333333333344,68.53333333333332,1783.9000000000005,41.22,72.06
2026-03-03 11:35:00,46.1,69.55,37.86,54.63,1543,1905.7,11,1,44.73,68.91,37.74,42.35,1629.2,1576,45.65666666666667,68.56666666666665,1712.433333333334,44.35,72.19
2026-03-03 11:40:00,55.99,70.44,38.37,62.11,1581,2203.4,11,1,46.1,69.55,37.86,54.63,1905.7,1543,48.940000000000005,69.63333333333331,1912.7666666666673,40.0,71.68
2026-03-03 11:45:00,41.22,72.06,37.4,54.78,1666,1985.1,11,1,55.99,70.44,38.37,62.11,2203.4,1581,47.77000000000001,70.68333333333332,2031.4000000000008,44.09,71.17
2026-03-03 11:50:00,44.35,72.19,37.56,43.0,1617,1403.1,11,1,41.22,72.06,37.4,54.78,1985.1,1666,47.186666666666675,71.56333333333332,1863.866666666667,46.19,72.35
2026-03-03 11:55:00,40.0,71.68,37.96,41.77,1643,1514.7,11,1,44.35,72.19,37.56,43.0,1403.1,1617,41.856666666666676,71.97666666666665,1634.3000000000004,57.72,72.43
2026-03-03 12:00:00,44.09,71.17,37.59,57.66,1658,2019.2,12,1,40.0,71.68,37.96,41.77,1514.7,1643,42.81333333333334,71.67999999999998,1645.6666666666672,40.7,71.09
2026-03-03 12:05:00,46.19,72.35,37.73,49.49,1740,1684.9,12,1,44.09,71.17,37.59,57.66,2019.2,1658,43.42666666666668,71.73333333333332,1739.6000000000006,42.68,71.28
2026-03-03 12:10:00,57.72,72.43,38.1,63.28,1647,2444.6,12,1,46.19,72.35,37.73,49.49,1684.9,1740,49.33333333333334,71.9833333333333,2049.5666666666675,51.98,70.75
2026-03-03 12:15:00,40.7,71.09,37.94,46.5,1756,1590.3,12,1,57.72,72.43,38.1,63.28,2444.6,1647,48.20333333333334,71.95666666666665,1906.6000000000004,44.18,71.33
2026-03-03 12:20:00,42.68,71.28,38.08,46.61,1748,1585.6,12,1,40.7,71.09,37.94,46.5,1590.3,1756,47.03333333333334,71.59999999999998,1873.5000000000007,53.65,72.37
2026-03-03 12:25:00,51.98,70.75,38.06,53.64,1715,2176.8,12,1,42.68,71.28,38.08,46.61,1585.6,1748,45.120000000000005,71.03999999999998,1784.2333333333343,51.38,73.54
2026-03-03 12:30:00,44.18,71.33,37.84,41.61,1778,1544.3,12,1,51.98,70.75,38.06,53.64,2176.8,1715,46.28000000000001,71.11999999999999,1768.9000000000005,43.7,74.15
2026-03-03 12:35:00,53.65,72.37,38.38,60.01,1719,2271.1,12,1,44.18,71.33,37.84,41.61,1544.3,1778,49.93666666666667,71.4833333333333,1997.4000000000008,45.73,72.97
2026-03-03 12:40:00,51.38,73.54,38.1,57.4,1764,1982.5,12,1,53.65,72.37,38.38,60.01,2271.1,1719,49.73666666666668,72.41333333333331,1932.6333333333341,52.51,73.69
2026-03-03 12:45:00,43.7,74.15,38.34,49.1,1706,1689.7,12,1,51.38,73.54,38.1,57.4,1982.5,1764,49.576666666666675,73.35333333333332,1981.1000000000006,42.0,72.92
2026-03-03 12:50:00,45.73,72.97,37.84,57.48,1821,2074.7,12,1,43.7,74.15,38.34,49.1,1689.7,1706,46.936666666666675,73.55333333333331,1915.6333333333341,48.39,73.46
2026-03-03 12:55:00,52.51,73.69,38.3,61.72,1824,2265.9,12,1,45.73,72.97,37.84,57.48,2074.7,1821,47.31333333333334,73.60333333333331,2010.100000000001,59.45,74.27
2026-03-03 13:00:00,42.0,72.92,37.95,55.0,1752,1883.5,13,1,52.51,73.69,38.3,61.72,2265.9,1824,46.74666666666667,73.19333333333331,2074.7000000000007,55.25,75.24
2026-03-03 13:05:00,48.39,73.46,37.64,51.15,1817,1863.7,13,1,42.0,72.92,37.95,55.0,1883.5,1752,47.63333333333335,73.35666666666664,2004.3666666666677,51.03,75.22
2026-03-03 13:10:00,59.45,74.27,38.23,68.54,1944,2593.6,13,1,48.39,73.46,37.64,51.15,1863.7,1817,49.94666666666668,73.54999999999997,2113.600000000001,52.34,76.48
2026-03-03 13:15:00,55.25,75.24,37.76,58.5,1957,2201.3,13,1,59.45,74.27,38.23,68.54,2593.6,1944,54.363333333333344,74.32333333333331,2219.533333333334,56.84,76.39
2026-03-03 13:20:00,51.03,75.22,37.73,58.17,1910,2152.6,13,1,55.25,75.24,37.76,58.5,2201.3,1957,55.24333333333334,74.90999999999998,2315.8333333333344,42.92,75.8
2026-03-03 13:25:00,52.34,76.48,37.94,47.3,1912,1949.8,13,1,51.03,75.22,37.73,58.17,2152.6,1910,52.87333333333334,75.64666666666665,2101.233333333334,51.94,75.67
2026-03-03 13:30:00,56.84,76.39,37.65,72.53,1959,2775.6,13,1,52.34,76.48,37.94,47.3,1949.8,1912,53.40333333333334,76.02999999999999,2292.6666666666674,67.66,84.92
2026-03-03 13:35:00,42.92,75.8,38.53,45.85,1858,1919.7,13,1,56.84,76.39,37.65,72.53,2775.6,1959,50.70000000000002,76.22333333333331,2215.0333333333338,47.21,75.41
2026-03-03 13:40:00,51.94,75.67,38.33,52.21,1820,1546.7,13,1,42.92,75.8,38.53,45.85,1919.7,1858,50.566666666666684,75.9533333333333,2080.6666666666674,61.64,78.22
2026-03-03 13:45:00,67.66,84.92,38.74,81.64,3019,2806.2,13,1,51.94,75.67,38.33,52.21,1546.7,1820,54.173333333333346,78.79666666666664,2090.8666666666672,51.0,78.13
2026-03-03 13:50:00,47.21,75.41,37.81,51.42,1966,1895.6,13,1,67.66,84.92,38.74,81.64,2806.2,3019,55.603333333333346,78.66666666666664,2082.833333333334,55.41,78.36
2026-03-03 13:55:00,61.64,78.22,38.26,76.73,2042,2882.5,13,1,47.21,75.41,37.81,51.42,1895.6,1966,58.83666666666667,79.51666666666665,2528.1000000000004,46.25,77.56
2026-03-03 14:00:00,51.0,78.13,38.42,63.74,1941,2256.0,14,1,61.64,78.22,38.26,76.73,2882.5,2042,53.28333333333334,77.25333333333332,2344.7000000000007,51.84,78.78
2026-03-03 14:05:00,55.41,78.36,38.45,68.06,2033,2762.6,14,1,51.0,78.13,38.42,63.74,2256.0,1941,56.01666666666667,78.23666666666665,2633.7000000000007,47.88,78.88
2026-03-03 14:10:00,46.25,77.56,38.51,51.26,1892,1993.1,14,1,55.41,78.36,38.45,68.06,2762.6,2033,50.88666666666668,78.01666666666665,2337.233333333334,51.01,79.36
2026-03-03 14:15:00,51.84,78.78,37.69,44.25,1927,1803.6,14,1,46.25,77.56,38.51,51.26,1993.1,1892,51.16666666666668,78.23333333333332,2186.433333333334,64.83,78.66
2026-03-03 14:20:00,47.88,78.88,38.08,50.59,1909,2002.1,14,1,51.84,78.78,37.69,44.25,1803.6,1927,48.65666666666667,78.40666666666665,1932.9333333333336,56.45,78.78
2026-03-03 14:25:00,51.01,79.36,37.99,53.44,2014,1983.6,14,1,47.88,78.88,38.08,50.59,2002.1,1909,50.24333333333335,79.00666666666665,1929.766666666667,40.59,78.26
2026-03-03 14:30:00,64.83,78.66,38.17,67.48,1881,2757.3,14,1,51.01,79.36,37.99,53.44,1983.6,2014,54.573333333333345,78.96666666666664,2247.6666666666674,53.57,78.2
2026-03-03 14:35:00,56.45,78.78,38.39,68.47,1932,2501.7,14,1,64.83,78.66,38.17,67.48,2757.3,1881,57.43000000000001,78.93333333333332,2414.2000000000003,53.85,77.9
2026-03-03 14:40:00,40.59,78.26,38.27,55.07,1894,1713.1,14,1,56.45,78.78,38.39,68.47,2501.7,1932,53.95666666666668,78.56666666666665,2324.033333333334,55.89,78.01
2026-03-03 14:45:00,53.57,78.2,38.23,65.73,2029,2301.0,14,1,40.59,78.26,38.27,55.07,1713.1,1894,50.20333333333334,78.41333333333331,2171.933333333334,52.1,78.36
2026-03-03 14:50:00,53.85,77.9,37.93,67.4,1913,2396.8,14,1,53.57,78.2,38.23,65.73,2301.0,2029,49.33666666666667,78.11999999999999,2136.966666666667,49.06,77.68
2026-03-03 14:55:00,55.89,78.01,38.17,60.11,1952,2244.2,14,1,53.85,77.9,37.93,67.4,2396.8,1913,54.43666666666667,78.03666666666665,2314.0000000000005,56.6,77.97
2026-03-03 15:00:00,52.1,78.36,38.93,54.35,2050,2117.3,15,1,55.89,78.01,38.17,60.11,2244.2,1952,53.94666666666668,78.08999999999999,2252.766666666667,52.34,76.98
2026-03-03 15:05:00,49.06,77.68,39.08,54.51,1954,1962.9,15,1,52.1,78.36,38.93,54.35,2117.3,2050,52.35,78.01666666666665,2108.133333333334,53.09,77.02
2026-03-03 15:10:00,56.6,77.97,38.12,62.7,2075,2293.0,15,1,49.06,77.68,39.08,54.51,1962.9,1954,52.58666666666667,78.00333333333332,2124.400000000001,61.69,78.75
2026-03-03 15:15:00,52.34,76.98,38.37,54.88,1994,2094.3,15,1,56.6,77.97,38.12,62.7,2293.0,2075,52.66666666666668,77.54333333333331,2116.733333333334,71.48,77.14
2026-03-03 15:20:00,53.09,77.02,38.39,59.74,2050,2279.9,15,1,52.34,76.98,38.37,54.88,2094.3,1994,54.01000000000001,77.32333333333331,2222.400000000001,55.95,78.95
2026-03-03 15:25:00,61.69,78.75,38.81,73.61,2041,2602.6,15,1,53.09,77.02,38.39,59.74,2279.9,2050,55.70666666666667,77.58333333333331,2325.600000000001,49.9,79.79
2026-03-03 15:30:00,71.48,77.14,38.79,71.93,2048,2836.8,15,1,61.69,78.75,38.81,73.61,2602.6,2041,62.08666666666667,77.63666666666664,2573.1000000000004,53.57,80.24
2026-03-03 15:35:00,55.95,78.95,38.5,55.87,2061,2057.5,15,1,71.48,77.14,38.79,71.93,2836.8,2048,63.04,78.27999999999997,2498.966666666667,42.21,80.83
2026-03-03 15:40:00,49.9,79.79,37.86,55.14,2082,2085.7,15,1,55.95,78.95,38.5,55.87,2057.5,2061,59.11000000000001,78.62666666666665,2326.6666666666674,42.2,80.77
2026-03-03 15:45:00,53.57,80.24,38.68,59.7,2043,2582.5,15,1,49.9,79.79,37.86,55.14,2085.7,2082,53.14000000000001,79.65999999999998,2241.900000000001,64.58,81.72
2026-03-03 15:50:00,42.21,80.83,38.39,58.32,2055,2155.8,15,1,53.57,80.24,38.68,59.7,2582.5,2043,48.56,80.28666666666665,2274.6666666666674,50.62,80.42
