timestamp,cpu_usage,ram_usage,disk_usage,network_usage,active_users,request_rate,hour,day_of_week
2026-03-04 15:20:00,57.48,80.95,38.7,67.22,2012,2445.5,15,2
2026-03-04 15:25:00,56.9,80.71,38.59,67.39,2070,2266.6,15,2
2026-03-04 15:30:00,53.12,79.59,38.45,63.48,2008,2453.0,15,2
2026-03-04 15:35:00,69.51,92.28,39.31,73.95,3115,2713.8,15,2
2026-03-04 15:40:00,56.55,80.14,39.06,54.81,1983,2074.8,15,2
2026-03-04 15:45:00,64.56,79.68,38.91,70.55,2034,2550.5,15,2
2026-03-04 15:50:00,45.5,79.49,39.07,53.12,1970,1808.0,15,2
2026-03-04 15:55:00,57.08,79.16,38.99,69.24,2002,2775.5,15,2
2026-03-04 16:00:00,94.42,88.56,39.31,99.0,3338,4495.8,16,2
2026-03-04 16:05:00,48.18,79.26,39.68,54.85,1917,1918.1,16,2
2026-03-04 16:10:00,54.64,77.87,39.26,69.12,1987,2257.4,16,2
2026-03-04 16:15:00,81.31,93.51,38.62,92.52,3316,3856.9,16,2
2026-03-04 16:20:00,60.48,79.51,39.73,67.56,2077,2901.3,16,2
2026-03-04 16:25:00,45.87,79.08,38.7,47.59,1942,1857.1,16,2
2026-03-04 16:30:00,54.32,78.13,38.81,60.62,1960,2221.0,16,2
2026-03-04 16:35:00,59.32,78.78,39.41,53.28,2048,2299.9,16,2
2026-03-04 16:40:00,68.76,78.05,38.83,65.3,2003,2735.3,16,2
2026-03-04 16:45:00,48.75,78.89,39.16,61.35,1991,2425.3,16,2
2026-03-04 16:50:00,53.12,78.48,39.21,64.36,1962,2211.7,16,2
2026-03-04 16:55:00,54.89,78.82,39.35,67.45,1936,2376.3,16,2
2026-03-04 17:00:00,49.62,78.61,39.0,61.77,2004,2355.1,17,2
2026-03-04 17:05:00,60.73,77.08,39.4,70.0,1964,2762.6,17,2
2026-03-04 17:10:00,47.84,77.22,39.66,45.58,1892,1940.5,17,2
2026-03-04 17:15:00,51.81,78.04,39.15,69.69,1950,2445.0,17,2
2026-03-04 17:20:00,59.3,76.92,39.39,68.7,1902,2386.3,17,2
2026-03-04 17:25:00,59.71,77.6,39.19,67.01,1997,2465.6,17,2
2026-03-04 17:30:00,49.47,76.4,39.02,57.51,1823,2094.0,17,2
2026-03-04 17:35:00,60.11,76.31,39.89,68.96,1951,2591.4,17,2
2026-03-04 17:40:00,46.99,76.16,39.28,65.94,1859,2231.1,17,2
2026-03-04 17:45:00,48.72,74.08,39.38,54.07,1799,1841.2,17,2
2026-03-04 17:50:00,54.65,74.8,39.72,62.65,1887,2309.9,17,2
2026-03-04 17:55:00,61.48,75.04,39.24,58.43,1941,2207.1,17,2
2026-03-04 18:00:00,49.75,76.57,39.04,56.2,1870,1917.2,18,2
2026-03-04 18:05:00,44.54,76.38,39.62,48.16,1812,1685.5,18,2
2026-03-04 18:10:00,53.05,76.38,39.37,53.96,1825,2240.2,18,2
2026-03-04 18:15:00,54.82,75.91,39.1,63.22,1840,2421.5,18,2
2026-03-04 18:20:00,59.51,75.31,39.59,71.83,1827,2454.4,18,2
2026-03-04 18:25:00,52.14,74.75,39.67,59.85,1731,2107.6,18,2
2026-03-04 18:30:00,46.23,74.34,39.23,54.98,1711,1998.6,18,2
2026-03-04 18:35:00,51.55,74.07,39.25,54.58,1775,2191.9,18,2
2026-03-04 18:40:00,59.53,74.14,39.85,64.77,1835,2585.2,18,2
2026-03-04 18:45:00,56.56,74.95,39.8,63.68,1752,2294.6,18,2
2026-03-04 18:50:00,38.03,75.84,39.16,47.32,1797,1809.6,18,2
2026-03-04 18:55:00,46.39,75.11,39.93,56.48,1776,1942.2,18,2
2026-03-04 19:00:00,48.85,76.22,40.09,57.94,1707,2103.9,19,2
2026-03-04 19:05:00,47.91,74.35,39.33,51.11,1632,2076.6,19,2
2026-03-04 19:10:00,55.48,74.02,39.6,52.06,1654,2025.1,19,2
2026-03-04 19:15:00,40.3,73.84,39.42,52.33,1612,1739.7,19,2
2026-03-04 19:20:00,40.01,74.95,39.65,42.54,1673,1693.7,19,2
2026-03-04 19:25:00,53.41,74.42,39.22,57.16,1565,2121.3,19,2
2026-03-04 19:30:00,47.43,72.34,39.49,46.54,1586,1733.5,19,2
2026-03-04 19:35:00,46.41,73.29,39.4,52.84,1676,1888.8,19,2
2026-03-04 19:40:00,45.33,72.13,39.62,59.1,1632,1989.9,19,2
2026-03-04 19:45:00,41.68,72.85,40.18,53.8,1561,1971.4,19,2
2026-03-04 19:50:00,42.16,71.88,39.56,46.5,1487,1508.3,19,2
2026-03-04 19:55:00,45.73,71.23,39.51,46.79,1580,1503.1,19,2
2026-03-04 20:00:00,50.72,71.41,40.16,51.58,1578,2116.8,20,2
2026-03-04 20:05:00,47.19,71.29,39.26,52.12,1558,2035.6,20,2
2026-03-04 20:10:00,45.95,71.47,40.21,57.89,1510,2016.9,20,2
2026-03-04 20:15:00,43.93,72.27,40.22,36.36,1464,1583.1,20,2
2026-03-04 20:20:00,46.2,71.61,39.45,50.4,1422,1730.3,20,2
2026-03-04 20:25:00,52.31,71.04,39.55,52.73,1442,1940.8,20,2
2026-03-04 20:30:00,59.31,70.33,39.91,60.75,1440,2037.1,20,2
2026-03-04 20:35:00,46.44,69.57,39.74,47.16,1419,1729.6,20,2
2026-03-04 20:40:00,43.36,69.61,40.06,52.96,1353,1532.8,20,2
2026-03-04 20:45:00,38.33,67.92,39.54,49.23,1327,1574.7,20,2
2026-03-04 20:50:00,48.85,67.55,39.88,58.57,1448,2222.1,20,2
2026-03-04 20:55:00,41.73,66.28,39.63,33.54,1259,1265.0,20,2
2026-03-04 21:00:00,48.38,65.73,39.6,49.62,1348,1795.8,21,2
2026-03-04 21:05:00,48.32,64.83,39.45,46.61,1296,1755.7,21,2
2026-03-04 21:10:00,39.77,64.55,40.05,35.72,1331,1396.7,21,2
2026-03-04 21:15:00,42.41,64.11,39.78,51.92,1261,1629.6,21,2
2026-03-04 21:20:00,40.34,65.29,39.55,43.82,1226,1379.7,21,2
2026-03-04 21:25:00,36.52,64.62,40.2,42.43,1264,1473.7,21,2
2026-03-04 21:30:00,39.82,65.26,39.75,43.12,1202,1244.0,21,2
2026-03-04 21:35:00,43.79,67.45,39.6,42.82,1219,1512.0,21,2
2026-03-04 21:40:00,31.8,65.67,40.0,26.48,1159,994.7,21,2
2026-03-04 21:45:00,39.12,66.12,40.56,47.09,1134,1372.5,21,2
2026-03-04 21:50:00,40.07,67.05,39.4,43.17,1120,1282.0,21,2
2026-03-04 21:55:00,35.32,66.29,39.55,33.62,1127,1193.0,21,2
2026-03-04 22:00:00,32.22,65.53,39.4,37.4,1136,1183.9,22,2
2026-03-04 22:05:00,35.33,64.46,40.06,32.44,1130,1079.6,22,2
2026-03-04 22:10:00,27.43,62.84,40.14,27.83,1033,1029.8,22,2
2026-03-04 22:15:00,39.74,61.77,39.59,31.49,1082,1048.0,22,2
2026-03-04 22:20:00,29.52,61.29,39.5,34.26,970,1027.7,22,2
2026-03-04 22:25:00,30.06,60.09,39.71,36.63,1024,997.8,22,2
2026-03-04 22:30:00,39.02,59.32,40.15,38.86,1098,1450.0,22,2
2026-03-04 22:35:00,36.15,59.76,39.96,35.87,953,1104.2,22,2
2026-03-04 22:40:00,34.15,59.7,39.97,37.32,997,979.0,22,2
2026-03-04 22:45:00,35.74,58.65,39.7,33.44,993,1027.7,22,2
2026-03-04 22:50:00,30.73,57.56,39.8,31.61,920,947.8,22,2
2026-03-04 22:55:00,35.34,56.07,39.75,37.03,949,1029.8,22,2
2026-03-04 23:00:00,26.56,55.26,40.1,28.87,895,892.3,23,2
2026-03-04 23:05:00,34.22,54.26,40.13,32.71,812,830.6,23,2
2026-03-04 23:10:00,29.07,54.64,40.01,25.78,827,1110.3,23,2
2026-03-04 23:15:00,34.06,56.36,40.25,36.34,918,861.2,23,2
2026-03-04 23:20:00,33.24,56.5,40.32,43.93,822,1099.7,23,2
2026-03-04 23:25:00,30.93,54.96,40.24,40.07,874,1179.2,23,2
2026-03-04 23:30:00,33.58,53.88,40.8,30.27,876,930.5,23,2
2026-03-04 23:35:00,38.47,54.49,40.43,32.18,785,1121.9,23,2
2026-03-04 23:40:00,33.79,53.67,39.95,34.98,773,893.3,23,2
2026-03-04 23:45:00,30.34,53.7,39.76,28.81,796,891.7,23,2
2026-03-04 23:50:00,26.43,54.18,40.67,32.63,797,841.2,23,2
2026-03-04 23:55:00,29.57,53.66,41.06,35.64,736,815.2,23,2
2026-03-05 00:00:00,24.11,52.89,35.67,25.85,728,765.0,0,3
2026-03-05 00:05:00,27.55,52.39,35.81,21.34,640,681.7,0,3
2026-03-05 00:10:00,24.72,51.52,35.25,27.16,706,710.3,0,3
2026-03-05 00:15:00,31.21,51.31,35.99,22.24,716,669.2,0,3
2026-03-05 00:20:00,29.33,52.5,35.65,36.45,756,1064.7,0,3
2026-03-05 00:25:00,33.53,53.1,35.65,29.16,607,832.1,0,3
2026-03-05 00:30:00,22.17,52.09,35.89,30.3,656,709.2,0,3
2026-03-05 00:35:00,29.14,52.59,35.49,26.26,617,611.5,0,3
2026-03-05 00:40:00,32.56,52.48,35.6,34.16,687,746.9,0,3
2026-03-05 00:45:00,29.46,52.52,35.72,32.18,651,671.9,0,3
2026-03-05 00:50:00,25.28,51.97,36.42,30.99,607,705.6,0,3
2026-03-05 00:55:00,24.68,50.75,36.06,26.27,604,730.3,0,3
2026-03-05 01:00:00,25.33,50.1,36.21,31.99,628,881.9,1,3
2026-03-05 01:05:00,32.53,48.38,36.17,27.81,535,719.4,1,3
2026-03-05 01:10:00,22.25,46.0,35.77,18.45,579,521.0,1,3
2026-03-05 01:15:00,22.65,46.85,36.59,27.84,540,525.3,1,3
2026-03-05 01:20:00,24.93,45.99,36.0,17.4,567,560.1,1,3
2026-03-05 01:25:00,31.71,46.19,35.74,24.71,475,583.9,1,3
2026-03-05 01:30:00,22.33,48.58,35.94,31.01,560,628.3,1,3
2026-03-05 01:35:00,47.61,59.62,36.08,44.43,972,1143.5,1,3
2026-03-05 01:40:00,21.47,49.03,35.59,21.51,458,436.2,1,3
2026-03-05 01:45:00,20.01,48.88,35.89,23.61,447,617.0,1,3
2026-03-05 01:50:00,32.11,49.27,36.16,25.72,493,607.5,1,3
2026-03-05 01:55:00,27.72,49.57,35.88,19.6,450,513.1,1,3
2026-03-05 02:00:00,21.41,48.61,36.36,26.18,520,668.7,2,3
2026-03-05 02:05:00,20.98,47.68,35.94,19.98,496,512.0,2,3
2026-03-05 02:10:00,20.74,48.54,36.23,23.02,414,416.4,2,3
2026-03-05 02:15:00,25.77,48.37,36.51,14.02,384,405.3,2,3
2026-03-05 02:20:00,14.85,46.75,36.34,20.59,355,485.9,2,3
2026-03-05 02:25:00,21.98,46.92,36.34,36.85,499,640.6,2,3
2026-03-05 02:30:00,22.22,46.95,36.05,22.1,435,430.6,2,3
2026-03-05 02:35:00,20.31,46.23,36.89,32.94,496,449.4,2,3
2026-03-05 02:40:00,21.18,46.08,35.6,24.07,390,430.1,2,3
2026-03-05 02:45:00,20.36,45.12,36.09,18.4,379,497.1,2,3
2026-03-05 02:50:00,16.76,44.67,36.46,25.77,372,429.2,2,3
2026-03-05 02:55:00,27.39,44.89,36.74,17.85,339,355.8,2,3
2026-03-05 03:00:00,23.38,44.23,36.56,19.2,402,476.4,3,3
2026-03-05 03:05:00,18.82,45.76,36.19,22.18,384,470.6,3,3
2026-03-05 03:10:00,24.74,45.54,36.47,19.39,378,476.3,3,3
2026-03-05 03:15:00,23.34,46.17,36.31,18.85,388,392.5,3,3
2026-03-05 03:20:00,16.73,47.65,35.91,22.74,396,379.3,3,3
2026-03-05 03:25:00,26.02,48.34,35.82,28.93,377,496.7,3,3
2026-03-05 03:30:00,29.37,48.34,36.42,25.37,351,457.6,3,3
2026-03-05 03:35:00,22.06,47.5,36.02,17.87,376,401.9,3,3
2026-03-05 03:40:00,23.44,47.56,36.64,22.34,331,316.8,3,3
2026-03-05 03:45:00,25.45,48.78,35.96,23.42,416,468.7,3,3
2026-03-05 03:50:00,12.9,46.01,35.81,18.13,385,434.3,3,3
2026-03-05 03:55:00,26.7,46.17,36.69,26.94,391,429.5,3,3
2026-03-05 04:00:00,15.46,47.68,36.49,14.82,331,304.7,4,3
2026-03-05 04:05:00,21.91,47.12,36.28,18.29,484,587.7,4,3
2026-03-05 04:10:00,27.45,45.83,36.11,29.1,372,415.0,4,3
2026-03-05 04:15:00,16.9,46.2,36.08,22.46,439,496.8,4,3
2026-03-05 04:20:00,19.27,46.06,36.14,23.89,314,317.1,4,3
2026-03-05 04:25:00,18.92,45.71,36.45,20.31,382,416.4,4,3
2026-03-05 04:30:00,21.65,44.36,35.99,21.41,406,445.3,4,3
2026-03-05 04:35:00,18.59,44.29,36.32,18.26,453,417.2,4,3
2026-03-05 04:40:00,29.48,53.65,36.61,30.99,607,650.8,4,3
2026-03-05 04:45:00,29.55,46.08,36.85,29.04,467,600.0,4,3
2026-03-05 04:50:00,18.84,45.76,36.43,21.45,450,404.8,4,3
2026-03-05 04:55:00,22.99,45.9,36.44,28.61,416,473.8,4,3
2026-03-05 05:00:00,21.32,46.15,36.99,27.13,443,473.5,5,3
2026-03-05 05:05:00,22.93,45.23,36.27,21.45,460,603.1,5,3
2026-03-05 05:10:00,26.71,45.68,36.93,13.58,406,481.9,5,3
2026-03-05 05:15:00,29.6,46.86,36.03,28.35,476,621.5,5,3
2026-03-05 05:20:00,18.74,46.69,36.52,21.61,492,514.9,5,3
2026-03-05 05:25:00,27.58,44.56,36.63,22.33,358,493.1,5,3
2026-03-05 05:30:00,26.18,44.98,35.97,21.83,567,583.6,5,3
2026-03-05 05:35:00,37.67,46.15,36.85,23.1,521,678.4,5,3
2026-03-05 05:40:00,18.16,46.72,36.22,22.72,515,617.9,5,3
2026-03-05 05:45:00,28.15,46.77,36.32,28.08,600,784.8,5,3
2026-03-05 05:50:00,31.74,47.64,37.43,32.8,547,777.0,5,3
2026-03-05 05:55:00,27.81,47.45,36.79,22.34,541,504.8,5,3
2026-03-05 06:00:00,33.35,48.14,37.17,24.44,524,655.2,6,3
2026-03-05 06:05:00,28.88,49.2,36.88,31.41,530,606.0,6,3
2026-03-05 06:10:00,26.85,48.04,36.68,22.94,597,583.0,6,3
2026-03-05 06:15:00,28.29,47.71,37.13,22.93,607,599.9,6,3
2026-03-05 06:20:00,26.28,47.9,35.81,23.56,607,634.3,6,3
2026-03-05 06:25:00,47.9,56.52,36.91,46.06,926,1048.2,6,3
2026-03-05 06:30:00,21.14,48.55,37.0,26.44,621,635.6,6,3
2026-03-05 06:35:00,29.61,48.05,36.73,26.48,585,801.3,6,3
2026-03-05 06:40:00,27.15,47.06,36.9,22.95,677,721.6,6,3
2026-03-05 06:45:00,18.89,46.94,36.81,24.09,648,645.9,6,3
2026-03-05 06:50:00,33.53,47.44,36.69,25.3,719,944.2,6,3
2026-03-05 06:55:00,24.24,48.28,37.14,28.63,665,757.3,6,3
2026-03-05 07:00:00,31.26,49.6,37.15,33.65,665,874.3,7,3
2026-03-05 07:05:00,29.53,49.05,37.12,31.86,681,897.1,7,3
2026-03-05 07:10:00,25.5,48.5,36.59,24.28,692,716.6,7,3
2026-03-05 07:15:00,28.79,50.06,36.51,36.58,739,965.7,7,3
2026-03-05 07:20:00,30.38,50.19,36.74,24.73,731,693.5,7,3
2026-03-05 07:25:00,20.42,49.47,37.02,40.23,720,826.2,7,3
2026-03-05 07:30:00,32.26,50.99,37.03,25.1,726,877.7,7,3
2026-03-05 07:35:00,28.37,51.95,37.0,38.62,733,870.3,7,3
2026-03-05 07:40:00,30.44,51.32,36.88,37.06,733,949.2,7,3
2026-03-05 07:45:00,29.34,50.41,36.77,37.53,799,937.1,7,3
2026-03-05 07:50:00,27.94,50.81,36.79,26.45,788,767.3,7,3
2026-03-05 07:55:00,30.84,52.46,37.35,35.1,903,863.4,7,3
2026-03-05 08:00:00,26.62,51.53,36.99,23.88,905,804.8,8,3
2026-03-05 08:05:00,32.56,51.22,36.48,39.9,886,1153.1,8,3
2026-03-05 08:10:00,35.24,51.66,36.83,32.81,884,1154.5,8,3
2026-03-05 08:15:00,30.54,51.49,36.61,33.19,845,1130.1,8,3
2026-03-05 08:20:00,35.29,52.53,36.8,35.16,1037,1141.1,8,3
2026-03-05 08:25:00,26.92,52.67,36.97,24.59,953,1064.9,8,3
2026-03-05 08:30:00,39.22,52.49,36.88,40.23,955,1302.8,8,3
2026-03-05 08:35:00,35.24,53.41,37.05,33.14,990,1031.8,8,3
2026-03-05 08:40:00,37.85,55.12,36.8,34.75,988,1234.4,8,3
2026-03-05 08:45:00,41.9,55.08,36.91,33.99,1104,1293.5,8,3
2026-03-05 08:50:00,34.98,55.72,37.1,41.06,1093,1312.7,8,3
2026-03-05 08:55:00,32.7,55.54,37.17,29.94,1098,1014.7,8,3
2026-03-05 09:00:00,29.98,55.51,37.21,41.3,1117,1257.1,9,3
2026-03-05 09:05:00,40.89,56.31,37.0,36.25,1104,1288.8,9,3
2026-03-05 09:10:00,37.06,56.31,37.14,40.43,1027,1271.1,9,3
2026-03-05 09:15:00,35.63,57.25,37.48,40.27,1056,1228.7,9,3
2026-03-05 09:20:00,35.77,57.03,37.69,49.81,1147,1273.7,9,3
2026-03-05 09:25:00,39.48,57.43,37.03,36.58,1105,1268.2,9,3
2026-03-05 09:30:00,33.85,58.13,37.38,37.35,1135,1235.0,9,3
2026-03-05 09:35:00,40.89,59.31,36.44,37.48,1216,1612.7,9,3
2026-03-05 09:40:00,43.13,59.59,37.26,43.13,1302,1308.6,9,3
2026-03-05 09:45:00,44.69,59.64,37.47,40.78,1285,1403.4,9,3
2026-03-05 09:50:00,40.18,61.13,37.45,38.76,1294,1467.7,9,3
2026-03-05 09:55:00,30.62,60.51,37.37,36.42,1195,1110.2,9,3
2026-03-05 10:00:00,34.34,60.92,37.66,35.71,1210,1168.3,10,3
2026-03-05 10:05:00,34.03,61.72,37.1,32.31,1244,1112.0,10,3
2026-03-05 10:10:00,34.65,60.86,37.35,44.06,1363,1351.9,10,3
2026-03-05 10:15:00,36.54,60.04,36.8,38.8,1361,1176.7,10,3
2026-03-05 10:20:00,48.3,60.06,36.72,50.63,1344,1782.8,10,3
2026-03-05 10:25:00,36.29,60.14,37.66,51.51,1357,1394.7,10,3
2026-03-05 10:30:00,43.74,62.28,37.15,49.46,1419,1891.6,10,3
2026-03-05 10:35:00,42.26,63.14,37.17,55.71,1510,1692.5,10,3
2026-03-05 10:40:00,45.75,62.55,37.35,51.99,1434,1747.7,10,3
2026-03-05 10:45:00,51.09,63.26,37.68,58.31,1458,2008.1,10,3
2026-03-05 10:50:00,38.32,62.17,38.35,47.49,1439,1468.7,10,3
2026-03-05 10:55:00,42.58,65.17,37.5,43.89,1505,1746.7,10,3
2026-03-05 11:00:00,53.02,65.42,37.54,45.86,1441,1887.1,11,3
2026-03-05 11:05:00,41.38,66.26,37.54,44.34,1500,1368.7,11,3
2026-03-05 11:10:00,36.74,66.81,37.71,43.87,1436,1520.1,11,3
2026-03-05 11:15:00,42.14,66.35,37.27,43.15,1530,1463.9,11,3
2026-03-05 11:20:00,40.35,67.26,37.36,46.66,1584,1627.1,11,3
2026-03-05 11:25:00,47.35,67.25,37.84,53.34,1557,1776.6,11,3
2026-03-05 11:30:00,43.75,67.06,37.37,49.92,1549,1923.1,11,3
2026-03-05 11:35:00,43.81,67.81,37.08,61.02,1649,1894.4,11,3
2026-03-05 11:40:00,45.06,68.36,37.47,44.43,1609,1726.0,11,3
2026-03-05 11:45:00,43.51,68.65,37.15,39.14,1628,1815.8,11,3
2026-03-05 11:50:00,44.04,68.15,37.4,44.1,1604,1723.9,11,3
2026-03-05 11:55:00,54.96,68.0,38.11,51.81,1706,2045.9,11,3
2026-03-05 12:00:00,40.97,67.91,37.4,45.85,1628,1548.1,12,3
2026-03-05 12:05:00,45.65,68.17,37.97,43.64,1565,1692.8,12,3
2026-03-05 12:10:00,46.88,69.83,37.63,58.75,1778,1920.3,12,3
2026-03-05 12:15:00,44.94,70.54,37.12,55.49,1758,1996.9,12,3
2026-03-05 12:20:00,45.14,71.46,37.85,59.92,1751,2141.3,12,3
2026-03-05 12:25:00,41.6,71.34,37.56,43.18,1709,1561.9,12,3
2026-03-05 12:30:00,57.7,71.51,37.51,65.94,1711,2353.8,12,3
2026-03-05 12:35:00,53.08,72.04,37.7,59.85,1803,2142.2,12,3
2026-03-05 12:40:00,43.25,72.81,38.0,55.85,1680,2083.1,12,3
2026-03-05 12:45:00,53.71,73.47,37.47,59.2,1763,2286.2,12,3
2026-03-05 12:50:00,49.15,74.25,37.43,54.21,1809,1970.2,12,3
2026-03-05 12:55:00,45.75,74.72,37.33,40.02,1778,1626.9,12,3
2026-03-05 13:00:00,44.27,74.38,37.33,56.72,1854,1927.7,13,3
2026-03-05 13:05:00,50.85,74.6,37.4,59.89,1850,1998.2,13,3
2026-03-05 13:10:00,43.19,74.97,38.09,45.65,1886,1665.1,13,3
2026-03-05 13:15:00,40.71,74.33,37.21,54.5,1869,1885.7,13,3
2026-03-05 13:20:00,39.01,73.1,37.77,56.17,1916,1674.8,13,3
2026-03-05 13:25:00,51.96,72.26,37.73,45.03,1790,1914.0,13,3
2026-03-05 13:30:00,46.71,72.87,37.83,48.1,1829,1835.3,13,3
2026-03-05 13:35:00,49.3,75.3,38.67,46.8,1900,1951.7,13,3
2026-03-05 13:40:00,59.61,75.15,37.54,64.54,1883,2468.1,13,3
2026-03-05 13:45:00,57.31,76.27,38.03,60.91,1863,2243.2,13,3
2026-03-05 13:50:00,48.89,76.2,38.04,51.05,1990,2150.2,13,3
2026-03-05 13:55:00,50.62,76.19,38.13,45.33,1864,1780.8,13,3
2026-03-05 14:00:00,46.38,75.53,37.9,49.41,1842,1814.8,14,3
2026-03-05 14:05:00,56.07,75.42,38.02,64.92,1971,2349.7,14,3
2026-03-05 14:10:00,56.99,75.49,38.18,63.06,1881,2061.1,14,3
2026-03-05 14:15:00,52.94,75.43,37.98,62.36,1959,2350.1,14,3
2026-03-05 14:20:00,59.37,77.29,37.81,66.99,2024,2525.5,14,3
2026-03-05 14:25:00,69.77,88.53,37.94,78.63,2713,3089.0,14,3
2026-03-05 14:30:00,63.79,77.09,38.68,64.38,1980,2582.8,14,3
2026-03-05 14:35:00,50.51,76.8,38.28,54.54,2024,2040.7,14,3
2026-03-05 14:40:00,52.93,76.03,38.11,46.26,2004,1940.2,14,3
2026-03-05 14:45:00,48.86,76.51,37.64,51.81,2016,1958.9,14,3
2026-03-05 14:50:00,48.4,75.64,37.74,57.08,1929,1916.4,14,3
2026-03-05 14:55:00,55.23,76.88,37.74,64.37,2021,2512.2,14,3
2026-03-05 15:00:00,56.35,77.76,37.8,57.58,1992,2246.9,15,3
2026-03-05 15:05:00,47.71,77.83,38.39,53.57,1958,1965.1,15,3
2026-03-05 15:10:00,55.09,77.81,37.75,67.26,1975,2267.9,15,3
2026-03-05 15:15:00,43.23,77.81,38.71,45.16,1970,1778.2,15,3
2026-03-05 15:20:00,64.05,77.71,38.27,70.26,1985,2851.8,15,3
2026-03-05 15:25:00,51.51,79.52,37.78,57.85,2050,2584.9,15,3
2026-03-05 15:30:00,51.94,80.58,38.88,62.13,2065,2345.1,15,3
2026-03-05 15:35:00,61.79,79.32,37.84,66.0,1946,2581.4,15,3
2026-03-05 15:40:00,58.8,80.5,38.45,53.22,1992,2174.8,15,3
2026-03-05 15:45:00,48.14,81.04,38.17,48.24,1990,2038.8,15,3
2026-03-05 15:50:00,47.89,82.42,38.42,55.49,2010,2059.2,15,3
2026-03-05 15:55:00,53.53,82.05,38.34,65.13,1958,2483.7,15,3
2026-03-05 16:00:00,68.23,81.03,37.76,77.54,2047,2931.1,16,3
2026-03-05 16:05:00,59.7,80.82,37.98,64.38,2003,2462.4,16,3
2026-03-05 16:10:00,58.02,80.5,38.59,69.95,2020,2491.5,16,3
2026-03-05 16:15:00,57.75,80.39,38.18,63.06,1978,2613.6,16,3
2026-03-05 16:20:00,46.83,79.78,38.41,63.77,2056,2073.3,16,3
2026-03-05 16:25:00,50.76,78.91,38.66,63.59,1979,2119.2,16,3
2026-03-05 16:30:00,61.15,80.05,38.57,75.55,1960,2903.1,16,3
2026-03-05 16:35:00,56.24,79.96,38.55,62.19,2039,2389.2,16,3
2026-03-05 16:40:00,53.46,80.38,38.14,60.04,1979,1958.6,16,3
2026-03-05 16:45:00,55.59,80.09,38.58,57.24,1997,2304.1,16,3
2026-03-05 16:50:00,52.36,80.26,38.11,58.48,2001,2268.7,16,3
2026-03-05 16:55:00,55.9,81.3,38.53,65.78,1994,2555.7,16,3
2026-03-05 17:00:00,54.07,81.36,38.35,64.64,1978,2418.8,17,3
2026-03-05 17:05:00,58.37,80.93,38.17,68.25,1962,2193.5,17,3
2026-03-05 17:10:00,52.92,80.34,38.34,61.84,2056,2519.1,17,3
2026-03-05 17:15:00,56.26,79.86,38.57,57.54,1956,2124.2,17,3
2026-03-05 17:20:00,47.29,80.15,38.21,61.58,1922,1986.9,17,3
2026-03-05 17:25:00,47.82,78.52,38.38,46.41,1897,2103.3,17,3
2026-03-05 17:30:00,60.03,79.47,38.4,60.34,2003,2445.7,17,3
2026-03-05 17:35:00,50.65,79.05,38.31,62.25,1902,2316.3,17,3
2026-03-05 17:40:00,43.11,79.16,38.34,54.63,1872,1999.0,17,3
2026-03-05 17:45:00,45.96,78.76,38.48,46.18,1942,1812.1,17,3
2026-03-05 17:50:00,55.18,79.52,38.39,55.42,1924,2168.9,17,3
2026-03-05 17:55:00,48.49,79.28,38.41,47.66,1854,1908.0,17,3
2026-03-05 18:00:00,51.92,77.53,38.48,54.48,1815,2057.4,18,3
2026-03-05 18:05:00,50.94,78.0,39.0,60.46,1823,2180.2,18,3
2026-03-05 18:10:00,54.53,78.04,39.13,59.71,1937,2035.9,18,3
2026-03-05 18:15:00,47.25,78.44,38.86,56.3,1833,2008.8,18,3
2026-03-05 18:20:00,52.0,77.89,37.98,65.72,1745,2241.5,18,3
2026-03-05 18:25:00,46.2,76.66,38.72,52.89,1754,1843.8,18,3
2026-03-05 18:30:00,46.46,75.45,38.32,50.97,1796,1656.9,18,3
2026-03-05 18:35:00,54.47,73.98,38.66,55.91,1824,1937.3,18,3
2026-03-05 18:40:00,55.89,74.86,38.56,57.59,1803,1967.0,18,3
2026-03-05 18:45:00,50.68,75.87,38.95,53.52,1716,1914.8,18,3
2026-03-05 18:50:00,53.12,77.09,38.34,54.14,1701,1933.2,18,3
2026-03-05 18:55:00,55.57,78.16,38.49,61.07,1742,2256.7,18,3
2026-03-05 19:00:00,48.76,76.6,39.37,57.48,1706,1817.8,19,3
2026-03-05 19:05:00,52.32,75.86,38.99,58.39,1636,2377.2,19,3
2026-03-05 19:10:00,44.68,74.09,38.82,45.38,1602,1705.8,19,3
2026-03-05 19:15:00,49.59,73.49,38.88,54.27,1680,2208.1,19,3
2026-03-05 19:20:00,42.58,74.0,38.84,48.07,1605,1545.4,19,3
2026-03-05 19:25:00,51.99,74.25,38.61,54.34,1614,2087.0,19,3
2026-03-05 19:30:00,46.73,73.06,38.8,57.54,1631,1934.5,19,3
2026-03-05 19:35:00,40.24,71.53,39.41,50.22,1625,1578.7,19,3
2026-03-05 19:40:00,42.94,71.33,39.21,47.72,1597,1499.8,19,3
2026-03-05 19:45:00,45.24,71.16,39.08,40.2,1594,1616.8,19,3
2026-03-05 19:50:00,54.97,70.93,38.66,56.79,1603,2296.0,19,3
2026-03-05 19:55:00,49.35,69.84,38.55,53.32,1479,1717.8,19,3
2026-03-05 20:00:00,50.96,68.42,39.12,50.53,1577,1889.6,20,3
